"w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","w11","w12","y"
1.85,0,0,0,0,0,0,0,0,0.223,0,0,1
1.88,0,0,0,0,0,0,0,0,0.206,0,0,1
0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,1
1.27,0.42,1.27,1.27,0.42,0,0.42,0,0,0.063,0,0.063,1
0.76,0.15,0,0,0.1,0,0,0,0.042,0.101,0.016,0.046,1
2.94,0,0,2.94,0,0,0,0,0.404,0.404,0,0,1
1.16,0,0,1.16,0,0,0,0,0,0.133,0,0,1
0,1.66,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3.33,0,0,0,0,0,0.352,0,0,1
1.46,0.48,0,0.48,0,0,0,0,0,0.081,0,0.244,1
1.57,0.06,0.12,0,0.24,0,0,0,0.01,0.052,0,0.167,1
0,0.06,1.12,0.26,0,0,0,0,0.036,0.084,0,0.23,1
0.19,0.38,0,0,0.06,0,0,0,0.04,0.03,0,0.071,1
0,1.04,0,0,0,0,0,0,0.061,0.246,0,0.061,1
0.23,0,0,0.23,0,0,0,0,0.043,0.043,0,0,1
0.68,0.68,0.34,0.34,0,0.34,0,0,0,0,0,0.048,1
0,0,0.66,1.98,0,0,0,0,0,0,0,0,1
0.44,0,0,0.44,0,0,0,0,0,0.073,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.28,0,0,1.28,0,0,0,0,0,0.181,0,0,1
0,0,0,0,0,0,0,0,0,0.278,0,0,1
1.4,0.46,0.93,1.86,0.46,0,0.46,0,0,0.071,0,0.214,1
0,0,0,0.79,0,0,0,0,0,0.268,0,0,1
2.24,1.12,0,0.56,0,0,0,0,0,0.25,0,0.333,1
0.14,0.03,0.67,0.22,0,0,0,0,0,0.075,0,0.532,1
0.14,0.03,0.67,0.22,0,0,0,0,0,0.075,0,0.531,1
4.25,0.7,0,2.83,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.305,0.611,0,0,1
0,0,0,0.64,0,0,0,0,0.094,0.189,0.284,0,1
0,1.96,1.96,0,0,0,0,0,0,0,0,0,1
0,2.46,0,2.46,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.147,0,0,1
0.88,0.12,3.9,0.25,0.25,0,0,0,0.019,0.379,0.159,0.119,1
0.1,0,0,0,0.3,0.05,0,0,0,0.045,0,0.118,1
1.28,2.56,1.28,0,1.28,0,0,0,0,0,0,0,1
0.33,0.33,0.5,0,1.68,0,0.16,0,0,0.19,0,0.054,1
1.51,0,0,0,0,0,0,0,0,0.089,0,0.178,1
0,0.59,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.41,0,0,0,0,0,0,0,0.149,1
0,0,0,0,0,0,0,0,0,0.215,0,0.431,1
0,0,0,2.77,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.215,0,0.431,1
0,0,0,0,0,0,0,0,0.063,0.126,0,0.126,1
0,0,0,4.76,0,0,0,0,0,0,0,0,1
1.31,1.31,1.31,0,1.31,0,0,0,0,0,0,0.117,1
0.35,0,0,0.35,0,0,0,0,0,0.058,0,0,1
0,0.57,0.57,0,0,0,0,0,0,0,0,0,1
0.26,0.26,0,0.79,0,0,0,0,0,0.656,0,0,1
0.54,0,0.54,0.54,0,0,0,0,0,0.096,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,18.18,0,0,0,0,0,0,0,1
6.25,3.12,0,3.12,0,0,0,0,0,0,0,0,1
0.53,0,1.59,1.59,0,0,0,0,0,0.467,0,0.186,1
1.4,0.93,0,0.46,0,0,0,0,0,0.135,0,0,1
0,0,0.81,0,0,0,0,0,0.147,0,0,0.147,1
0.68,0,0.22,0,0,0,0.91,0,0,0.037,0,0.112,1
0.65,0,0,0,1.97,0,0.65,0,0,0,0,0.068,1
1.77,0.44,2.88,0.44,0,0,0.44,0,0,0,0,0.15,1
0.35,0.53,0.8,0.62,0.17,0,0.08,0,0,0.066,0,0.185,1
0.65,0.32,0,0.32,0,0,0,0,0,0.104,0,0.157,1
0.64,0.32,0,0.32,0,0,0,0,0,0.106,0,0.159,1
0.19,0,0,0.59,0,0,0,0,0,0,0,0.032,1
0.69,0,0.23,0,0,0,0.92,0,0,0.037,0,0.112,1
0.32,0.16,0.49,0.16,0.16,0,0.16,0,0,0,0,0.08,1
0,1.69,0.84,10.16,0,0,0,0,0,0,0,0.278,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.07,0,2.15,0,0,1.07,0,0,0,0,0.437,1
0.27,0,0.97,1.11,0,0,0.06,0,0,0.105,0,0.305,1
0.71,0,0.71,0,0,0,0,0,0,0,0,0,1
0.99,0.33,0,0.33,0,0,0,0,0,0.107,0,0.161,1
0,0,0,0.79,0,0,0,0,0,0.271,0,0.135,1
0.75,0,0.75,0,0,0,0,0,0,0.082,0,0.124,1
6.25,3.12,0,0,0,0,0,0,0,0,0,0,1
1.14,2.28,0.57,0,0,0,0,0,0,0.081,0,0,1
0,0,0,0,0,0,0,0,0,0.132,0,0,1
0.42,0,0,0.42,0,0,0,0,0,0.159,0,0,1
1.63,0,0,0.54,0,0,0,0,0,0,0,0.318,1
0,0,0.75,0,0,0,0,0,0,0.08,0,0.107,1
0.65,0.32,0,0.32,0,0,0,0,0,0.106,0,0.159,1
0,0,0,0,0,0,0,0,0,0.133,0,0,1
0.34,0,0,0.34,0,0,0,0,0,0.055,0,0,1
0.16,0.16,0.16,1.64,0,0,0.16,0,0,0.066,0,0.663,1
0.65,0.32,0,0.32,0,0,0,0,0,0.105,0,0.157,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.67,0,0,0,0,0,0.17,0.511,0.085,0,1
0.32,0.16,0.16,2.13,0,0.49,0.16,0,0,0.089,0,0.67,1
0,0,0,0,0,0,0,0,0,0,0,0.201,1
0,0.94,0,0,0,0,0,0,0,0.072,0,0,1
0.36,0,0,0.36,0,0,0.36,0,0,0,0,0.181,1
0,0,0,1.28,0,0,0,0,0,0,0,0.23,1
0,0,0,0,0,0,0,0,0,0,0,0.198,1
1.3,0,0,1.3,0,0,0,0,0,0,0,0.463,1
1.93,0,0,1.29,0,0,0,0,0,0,0,0.37,1
0,0,0,0,0,0,0,0,0,0,0,0.201,1
0.02,0,0.35,0.05,0.2,0.02,0,0,0,0.004,0,0.017,1
0,1,0,0,0,0,0,0,0,0,0,0,1
1.44,0,1.32,0.6,0,0,0,0,0,0.04,0,0.202,1
0.14,0.14,0.14,0.86,0,0,0,0,0,0.06,0,0.745,1
1.52,0.08,0.17,0.53,0,0,0,0,0,0.054,0.068,0.109,1
0.48,0.48,0.96,0,0,0,0,0,0,0.163,0,0,1
0.59,0,0,0,0,0,0.59,0,0,0.105,0,0.42,1
0.33,0.33,0,1.65,0,0,0,0,0,0,0.161,0,1
0.46,0,1.74,0,0,0,0.11,0,0.019,0.172,0,0.134,1
1.05,0.7,0.35,0.7,0,0,0,0,0,0,0,0.061,1
0.55,0,0,0.55,0,0,0,0,0,0.104,0,0,1
0.29,0,0,0,0,0,0.29,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.13,0,0,1
0.25,0.25,0,0.25,0,0,0,0,0.044,0,0.132,0,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.063,0,0.114,1
0.24,0.12,0.36,0.12,0.12,0,0.12,0,0,0.018,0,0,1
0.33,0.33,0.5,0,1.68,0,0.16,0,0,0.218,0,0.054,1
0.94,0,0,0.94,0,0,0,0,0,0.17,0,0,1
0.09,0.02,0.75,0.16,0,0,0,0,0,0.058,0,0.847,1
0.22,0,0.11,0.55,0,0,0,0,0,0.173,0,0.193,1
0.88,0,0,0,0,0,0,0,0,0,0,0,1
0.6,0.12,0,0.12,0,0,0,0,0.056,0.037,0,0.094,1
0,0,0,0,0,0,0,0,0,0,0,0.21,1
0.31,0,0,0.31,0,0,0,0,0,0.051,0,0,1
0.26,0.26,0,0.26,0,0,0,0,0.451,0.082,0.082,0,1
1.34,0,0,0.24,0,0,0.12,0,0.061,0.02,0,0.041,1
0.51,0,0,0,0,0,0,0,0,0,0,0.177,1
0,0,0,6.45,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1
2.5,0,0,1.25,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.09,0.09,0.27,0,0.55,0,0,0,0,0.056,0,0.085,1
0.64,0.64,0,0.32,0,0,0,0,0,0.156,0,0.156,1
0,0,0,0,0,0,0,0,0,0.191,0,0.383,1
0,0,0,0,0,0,0,0,0,0.191,0,0.383,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,0.1,0.62,0.1,0.1,0,0,0,0,0,0,0.264,1
0.17,0.11,0.47,0.05,0,0,0,0,0,0.133,0,0.338,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.31,0,0,0,0,0,0,0.043,0.086,0,0.173,1
0.13,0.06,1.14,0.4,0,0,0,0,0,0.088,0,0.151,1
0.39,0,0.78,3.54,0,0,0,0,0,0.064,0,0.129,1
0.12,0.16,0.32,0,0,0.04,0,0,0,0.171,0,0.493,1
0.35,0,1.76,0,0,0,0.17,0,0,0.081,0,0.069,1
0,0,0,0,0,0,0,0,0,0.062,0,0,1
0,0.52,0,1.05,0,0,0,0,0,0.194,0,0,1
0,0,0,0,0,0,0,0,0.114,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.111,1
0.4,0,0,0,0.2,0,0,0,0,0,0,0.223,1
0.81,0,0,0,0,0,0,0,0,0.152,0,0.121,1
0.21,0.1,0.21,0,0,0,0,0,0,0.097,0,0.065,1
0,1.02,0,2.04,0,0,0,0,0,0.17,0,0.17,1
0.81,0,0,0,0,0,0,0,0,0,0,0,1
0,0.67,0.33,0,0,0,0,0,0,0,0,0.048,1
2,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0,0.28,0,1.98,0,0,0,0,0.128,0,0.042,1
0,0,0.08,0.16,0,0,0,0,0,0,0,0.113,1
0,0,0.25,0.77,0,0,0.12,0,0,0.161,0,0.299,1
1.17,0,0,0.78,0,0,0,0,0,0,0,0.092,1
0,0,0,0,0,0,0,0,0,0,0,0.232,1
0.64,0.64,0,0.32,0,0,0,0,0,0.156,0,0.156,1
0,1.25,0,2.5,0,0,0,0,0,0.045,0,0,1
0,1.25,0,2.5,0,0,0,0,0,0.044,0,0,1
0,2.1,0,0,0,0,0,0,0,0,0,0,1
0.24,0,0.49,0.24,0,0,0,0,0,0.035,0,0,1
0,0,0,0,6.32,0,0,0,0,0,0,0,1
0,0,0,0,5.33,0,0,0,0,0,0,0,1
0,0,0,1.03,0,0,0,0,0,0,0,0.176,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.231,0,0.308,1
0,2.1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.08,0.54,2.17,0,0,0,0,0,0,0,0,1
1.92,0.56,0.45,0.22,0,0,0.11,0.11,0.019,0.057,0,0.134,1
0,0,0,0.68,4.76,0,0,0,0,0,0,0,1
0.22,0.11,0.22,0,0,0,0,0,0,0.155,0,0.12,1
0,0.76,0,0,0.76,0,0,0,0,0,0,0,1
0.45,0,2.73,0.11,0,0,0.11,0,0.067,0.118,0,0.236,1
1.28,1.28,0,0.64,0,0,0,0,0,0,0,0.17,1
0,0.9,0,0,0,0,0,0,0,0,0,0,1
0.34,0,0.69,0,1.55,0,0.17,0,0,0.194,0,0.055,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.84,1.68,0.84,0,0,0,0,0,0,0,0,1
0.45,0,1.59,0,0,0,0.11,0,0.018,0.17,0,0.132,1
0.45,0,0,0.45,0,0,0,0,0,0,0,0.07,1
0,0,0,0,0,0,0,0,0,0,0,0.109,1
1.41,0.47,0.47,0.94,0,0,0,0,0,0,0,0,1
0.82,0,0.82,0,0,0,0,0,0,0.113,0,0,1
0,0,0,0,0,0,0,0,0,0.126,0,0,1
0.62,0.62,1.88,1.56,0,0,0,0,0,0,0,0,1
0.61,0.4,0.81,0.1,0.5,0,0,0,0,0,0.256,0.384,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0,0.28,0,1.98,0,0,0,0,0.129,0,0.043,1
0.44,0.44,0,0,0,0,0,0,0.215,0,0,0.358,1
0,1.78,0,0,0,0,0,0,0,0,0,0,1
0,0,0,6.52,0,0,0,0,0,0,0,0,1
0,1.94,0,2.91,0,0,0.97,0,0,0.13,0,0.13,1
0,0,0,0,0,0,0,0,0,0.074,0,0.297,1
0.32,0,0,0.32,0,0,0,0,0,0.053,0,0,1
0.36,1.1,0,0.36,0,0,0,0,0,0.186,0,0.062,1
0.6,0.4,0.8,0.1,0.4,0,0,0,0,0,0.26,0.39,1
0.16,0,0.08,0,0.08,0,0,0,0,0,0,0.202,1
0.14,0.03,0.8,0.24,0,0,0,0,0,0.077,0,0.543,1
0,0,0.5,1.5,0,0,0,0,0.045,0.18,0,0,1
0,0,1.2,0,0.53,0,0,0,0,0,0,0.217,1
0,1.12,0,0.37,0,0,0,0,0,0,0,0.223,1
1.03,0.41,0.2,0.2,0,0,0.2,0,0,0,0,0.034,1
0.41,0.49,0.66,0.82,0.16,0,0.08,0,0,0.132,0,0.224,1
0.35,0.57,0.5,0.14,0,0,0.07,0.07,0,0.08,0,0.103,1
1.15,0,0,0,0,0,0.19,0,0,0.031,0,0,1
0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,1
0.57,0.57,0.28,1.72,0,0,0,0,0,0.142,0,0,1
0.93,0,0.93,0,0,0,0,0,0,0,0,0,1
0.89,0,0,0.89,2.67,0,0.89,0,0,0,0,0.483,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.051,0,0.163,1
0,0,0,0,0,0,0,0,0,0,0,0.117,1
2.53,0.42,0.84,1.68,0,0,0,0,0,0.291,0,1.457,1
0.22,0.11,0.22,0,0,0,0,0,0,0.16,0,0.124,1
0.21,0.1,0.21,0,0,0,0,0,0,0.152,0,0.118,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.238,0,0.317,1
0.56,0,0.56,0.11,0,0.11,0,0,0,0.186,0,0.056,1
1.37,0.82,0.82,0.82,0,0,0,0,0,0.235,0,0.188,1
0,0,0,0,0,0,0,0,0,0,0,0.238,1
0.5,1.01,0.76,1.26,0,0,0,0,0,0.113,0,0,1
0,0,1.63,0,0,0,0,0,0.249,0,0,0,1
0,0,0,0,0,0,0,0,0,0.443,0,0.665,1
0,0.73,0,2.2,0,0,0,0,0,0,0,0,1
0,0.63,1.26,0.63,0,0,0,0,0.195,0,0,0,1
0.47,0,2.86,0.11,0,0,0.11,0,0.072,0.127,0,0.254,1
0.47,0.15,0.63,0,1.58,0,0.15,0,0,0.076,0,0.127,1
0.09,0,0.09,0,0,0,0,0,0,0.032,0,0,1
0.39,0.52,0.52,0.13,0,0,0.06,0.06,0,0.085,0,0.106,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.96,0.98,0,0,0,0,0.173,0,0,1
0.82,0,4.1,1.18,0,0,0.09,0,0,0.101,0,0.014,1
1.11,0.74,0,0,2.98,0,0,0,0,0,0,0.552,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.09,0.09,0.19,0.19,0,0,0,0,0.035,0.23,0,0.124,1
0.47,0,1.88,0.47,0,0,0,0,0,0.253,0,0.168,1
0,0,0,0,0,0,0,0,0,0.143,0,0,1
0,0,0,1.33,0,0,0,0,0,0,0,0,1
0.13,0.03,0.94,0.24,0,0,0,0,0.011,0.076,0,0.573,1
1.13,0.56,0.56,3.97,0,0,0,0,0,0.288,0,0,1
0,2.32,0,0,0,0,0,0,0,0,0,0.35,1
0.21,0,0.1,0.53,0,0,0,0,0,0.169,0,0.188,1
0,0.75,0.37,1.87,0,0,0,0,0,0,0,0,1
0.14,0,0.62,0.21,0,0,0,0,0.012,0.08,0,0.523,1
0.65,0.32,0,0.32,0,0,0,0,0,0.112,0,0.169,1
0.64,0.32,0,0.32,0,0,0,0,0,0.112,0,0.168,1
0.64,0.32,0,0.32,0,0,0,0,0,0.112,0,0.168,1
0,0,0,0,0,0,0,0,0,0.133,0,0.133,1
0,0,0,0,0,0,0,0,0,0.139,0,0,1
0.94,0.94,0,0,0,0,0,0,0,0.074,0.074,0,1
0.34,0,0.05,0.17,0.05,0,0,0,0.019,0.099,0,0.079,1
0,0.86,0,0.86,0,0,0,0,0,0.152,0,0,1
1.14,0,0.38,0,0.76,0.38,0,0,0,0,0,0.059,1
0.2,0,0,0,0,0,0,0,0,0.204,0,0,1
0.64,0.32,0,0.32,0,0,0,0,0,0.111,0,0.166,1
0,0.74,1.49,0.74,0,0,0,0,0,0,0,0.118,1
0,0,0.27,0.27,1.36,0,0,0,0.333,0.047,0.095,0.047,1
0.23,0,0.23,0.23,0.23,0,0,0,0,0.112,0,0.037,1
0,0,0.41,0.41,0,0,0,0,0,0.125,0,0.062,1
2.06,1.65,0,2.47,0,0,0,0,0,0.265,0,0,1
0.45,0,1.8,0.45,0,0,0,0,0,0.243,0,0.162,1
0,0,1.08,0.36,0,0,0,0,0,0.334,0,0.467,1
0.51,0.51,0,0,0,0,0,0,0,0.09,0,0,1
0.5,0.5,0,0,0,0,0,0,0,0.089,0,0,1
0,0,1.08,0.36,0,0,0,0,0,0.334,0,0.467,1
0,0,0,0,0,0,0,0,0,0.143,0,0,1
1.34,0.44,0,0.44,0,0,0,0,0,0.068,0,0.896,1
0.8,0,0,0.8,0,0,0,0,0,0.274,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.051,1
0,0,0,0,0,0,0,0,0,0,0,0.606,1
2.16,0,1.08,0,0,0,0,0,0,0.051,0,0,1
0.97,0.97,0,0.97,0,0.97,0,0,0.503,0.167,0,0.167,1
0,1.47,0,1.47,0,0,0,0,0,0.338,0,0.169,1
0.81,0.81,0.4,0,0,0,0,0,0.123,0.246,0.061,0.123,1
0.87,0.58,1.16,0,0,0,0,0,0,0.054,0,0.271,1
0.6,0.4,0.81,0.1,0.5,0,0,0,0,0,0.264,0.397,1
0,0,0,0,0,0,0,0,0,0.868,0,0.868,1
0.63,0.31,0,0.31,0,0,0,0,0,0.108,0,0.162,1
0.51,0.07,0.37,0,0,0,0,0,0.052,0.073,0,0.167,1
0.63,0.31,0,0.31,0,0,0,0,0,0.108,0,0.163,1
0.08,0.08,1.62,0.08,0,0,0,0,0,0.065,0,0.294,1
0,1.63,1.63,0,0,0,0,0,0,0,0,0,1
0.34,0.34,1.04,0.69,0,0,0,0,0,0.058,0,0.174,1
0.45,0.45,0,0,0,0,0,0,0,0,0,0,1
1.77,0.44,2.88,0.44,0,0,0.44,0,0,0,0,0.156,1
0.74,0.74,0,0,0,0,0.74,0,0,0,0,0.233,1
1.13,0.37,0.75,0.37,0,0,0,0,0,0.063,0,0.189,1
0.18,0.18,0,1.89,0,0,0,0,0,0,0,0,1
0.23,0.03,0.37,0.51,0.13,0,0.03,0,0.011,0.041,0.071,0.136,1
0.3,0,0,0.3,0,0,0,0,0,0.211,0,0.211,1
0.3,0,0,0.3,0,0,0,0,0,0.211,0,0.211,1
0.42,0.08,0.08,0,0,0,0,0,0,0.085,0.028,0.014,1
0,0,0,0,0,0,0,0,0,0,0,0.475,1
0.37,0,1.88,0.37,0,0,0,0,0,0.197,0,0.197,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0,0.39,0,0,0,0,0,0.778,0.037,0,1.33,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.05,0.76,0.26,0,0,0,0,0.009,0.067,0,0.78,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,1
0,1.23,0,1.23,0,0,0,0,0,0,0,0,1
0.09,0.19,0.09,0,0,0,0,0,0.017,0.068,0,0.189,1
0.12,0,0.12,0,0.12,0,0,0,0,0.165,0,0.061,1
0,1.47,1.47,0,1.47,0,0,0,0,0.147,0,0.147,1
0.47,0,0,0.47,0,0,0,0,0,0.056,0,0,1
2.38,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.05,0.76,0.26,0,0,0,0,0,0.068,0,0.784,1
1.08,0,0,0,0,0,0,0,0.029,0.178,0,0,1
1.45,0,0,0,0,0,0,0,0,0.084,0,0.252,1
0,1.45,0,0,1.45,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0.64,0,0,0,5.19,0,0,0,0,0.468,0,0,1
1.11,0,0,0,0,0,0,0,0,0.185,0,0,1
0,0,0,0,6.25,0,0,0,0,0,0,0.188,1
0,0,0,0.45,0,0,0,0,0.153,0.092,0,0,1
0,1.25,0,1.25,0,0,0,0,0.199,0,0,0,1
2.83,0,0.7,1.41,0,0,0,0,0,0,0,0,1
2.22,0.55,0,0.55,0,0,0,0,0,0.255,0,0.34,1
0.69,0.69,0,0,0,0,0,0,0,0.35,0,0.116,1
0.44,0,0,0,0,0,0,0,0.222,0,0,0.37,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0.8,0.5,0.1,0.1,0.2,0,0,0.1,0,0.11,0,0.158,1
0,0,0,0,0,0,0,0,0,0,0,0,1
1.45,0.05,0.05,0,0.23,0,0,0,0.01,0.051,0,0.163,1
0.26,0,0,0.8,0,0,0,0,0,0.299,0,0,1
1.21,0.8,0.8,1.61,0,0,0,0,0,0.07,0,0,1
1.66,0,1.3,0.59,0,0,0.11,0,0,0.038,0,0.233,1
0.6,0.4,0.81,0.1,0.4,0,0,0,0,0,0.26,0.391,1
1.25,0,0,1.25,0,0,0,0,0,0.11,0,0.11,1
0.07,0,0.1,0.17,0.03,0,0,0,0,0.071,0,0.065,1
1.09,0,0.54,0.27,0,0,0,0,0,0,0,0.128,1
0,0.19,0.39,0.98,0.39,0,0,0,0,0.237,0,0.316,1
3.84,0,0,0,0,0,0,0,0,0,0,0,1
0.14,0,1.16,0.03,0,0,0,0,0.006,0.159,0,0.221,1
0,0,0,0,0,0,0,0,0,0.198,0,0.198,1
0.28,0,0.84,0,1.97,0,0.28,0,0,0.284,0,0.094,1
0.3,0.61,0.61,0.3,0,0,0,0,0,0.051,0,0.051,1
1.03,0,0,0,0,0,0,0,0,0.074,0,0.149,1
0.82,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.176,0,0.352,1
0.38,0,0,1.54,0,0,0,0,0,0.196,0,0,1
0.85,0.25,0.08,0.25,0.17,0,0.08,0.08,0,0.065,0,0.117,1
0.32,0,0.49,1.14,0.49,0,0,0.16,0,0.231,0,0.231,1
1.29,0,0.64,3.89,0,0,0,0,0,0,0,0.08,1
0,0,0.3,0,0,0,0,0,0,0.146,0,0.097,1
1.68,0.37,0,1.12,0,0,0,0,0,0.066,0,0.165,1
0.91,0,0.45,0,0.45,0,0,0,0,0,0,0,1
0,0,0,3.38,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.29,0.14,0,0,0,0,0.05,0.066,0,0.05,1
1.44,0,1.32,0.6,0,0,0,0,0,0.04,0,0.224,1
0.43,0,1.31,2.63,0,0,0,0,0,0.201,0,0.067,1
1.34,0,0,0.24,0,0,0.12,0,0.063,0.021,0,0.042,1
2.48,0,0,0,0,0,0,0,0,0,0,0,1
